Disease ID,Disorder name,Gene symbols,OMIM ID,Chromosome,Class
1440,"Startle disease/hyperekplexia, autosomal dominant, 149400 (3)","GLRA1, STHE",138491,5q32,Neurological
1441,"STAT1 deficiency, complete (3)",STAT1,600555,2q32.2-q32.3,Unclassified
1442,"Statins, attenuated cholesterol lowering by (3)",HMGCR,142910,5q13.3-q14,Metabolic
1444,"Steatocystoma multiplex, 184500 (3)","KRT17, PC2, PCHC1",148069,17q12-q21,Dermatological
1445,Stem-cell leukemia/lymphoma syndrome (3),"ZNF198, SCLL, RAMP, FIM",602221,13q11-q12,Cancer
1446,"Stevens-Johnson syndrome, carbamazepine-induced, susceptibility to, 608579 (3)",HLA-B,142830,6p21.3,Dermatological
1447,"Stickler syndrome, type I, 108300 (3)",COL2A1,120140,12q13.11-q13.2,multiple
1447,"Stickler syndrome, type II, 604841 (3)","COL11A1, STL2",120280,1p21,multiple
1447,"Stickler syndrome, type III, 184840 (3)","COL11A2, STL3, DFNA13",120290,6p21.3,multiple
1449,"Stomach cancer, 137215 (3)","KRAS2, RASK2",190070,12p12.1,Cancer
1454,"Stroke, susceptibility to, 1, 606799 (3)","PDE4D, DPDE3, STRK1",600129,5q12,Cardiovascular
1454,"Stroke, susceptibility to, 601367 (3)","ALOX5AP, FLAP",603700,13q12,Cardiovascular
1455,"Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome, 601559 (3)","LIFR, STWS, SWS, SJS2",151443,5p13.1,multiple
1456,"Subcortical laminal heteropia, X-linked, 300067 (3)","DCX, DBCN, LISX",300121,Xq22.3-q23,Neurological
1456,Subcortical laminar heterotopia (3),"PAFAH1B1, LIS1",601545,17p13.3,Neurological
1457,Succinic semialdehyde dehydrogenase deficiency (3),SSADH,271980,6p22,Metabolic
1458,Sucrose intolerance (3),SI,222900,3q25-q26,Metabolic
1459,"Sudden infant death with dysgenesis of the testes syndrome, 608800 (3)","TSPYL1, TSPYL, SIDDT",604714,6q22-q23,Unclassified
1460,"Sulfite oxidase deficiency, 272300 (3)",SUOX,606887,Chr.12,Metabolic
1461,"Superoxide dismutase, elevated extracellular (3)",SOD3,185490,4p15.3-p15.1,Unclassified
1462,"Supranuclear palsy, progressive, 601104 (3)","MAPT, MTBT1, DDPAC, MSTD",157140,17q21.1,Neurological
1462,"Supranuclear palsy, progressive atypical, 260540 (3)","MAPT, MTBT1, DDPAC, MSTD",157140,17q21.1,Neurological
1463,"Supravalvar aortic stenosis, 185500 (3)",ELN,130160,7q11.2,Cardiovascular
1464,"Surfactant deficiency, neonatal, 267450 (3)","ABCA3, ABC3",601615,16p13.3,Respiratory
1464,Surfactant protein C deficiency (3),"SFTPC, SFTP2",178620,8p21,Respiratory
1465,"Sutherland-Haan syndrome-like, 300465 (3)","ATRX, XH2, XNP, MRXS3, SHS",300032,Xq13,multiple
1466,Sweat chloride elevation without CF (3),"CFTR, ABCC7, CF, MRP7",602421,7q31.2,Unclassified
1467,"Symphalangism, proximal, 185800 (3)","NOG, SYM1, SYNS1",602991,17q22,Skeletal
1468,"Syndactyly, type III, 186100 (3)","GJA1, CX43, ODDD, SDTY3, ODOD",121014,6q21-q23.2,Skeletal
1469,"Synostoses syndrome, multiple, 1, 186500 (3)","NOG, SYM1, SYNS1",602991,17q22,multiple
1470,"Synpolydactyly, 3/3'4, associated with metacarpal and metatarsal synostoses, 608180
(3)",FBLN1,135820,22q13.3,Skeletal
1470,"Synpolydactyly, type II, 186000 (3)","HOXD13, HOX4I, SPD",142989,2q31-q32,Skeletal
1470,"Synpolydactyly with foot anomalies, 186000 (3)","HOXD13, HOX4I, SPD",142989,2q31-q32,Skeletal
1471,"Systemic lupus erythematosus, susceptibility, 152700 (3)","TNFSF6, APT1LG1, FASL",134638,1q23,Immunological
1471,"Systemic lupus erythematosus, susceptibility to, 152700 (3)","DNASE1, DNL1",125505,16p13.3,Immunological
1471,"Systemic lupus erythematosus, susceptibility to, 152700 (3)","PTPN8, PEP, PTPN22, LYP",600716,1p13,Immunological
1471,"Systemic lupus erythematosus, susceptibility to, 2, 605218, 152700 (3)","PDCD1, SLEB2",600244,2q37.3,Immunological
1472,"Tall stature, susceptibility to (3)",MCM6,601806,2q21,Skeletal
1473,"Tangier disease, 205400 (3)","ABCA1, ABC1, HDLDT1, TGD",600046,9q22-q31,Metabolic
1475,"Tarsal-carpal coalition syndrome, 186570 (3)","NOG, SYM1, SYNS1",602991,17q22,Skeletal
1476,Tauopathy and respiratory failure (3),"MAPT, MTBT1, DDPAC, MSTD",157140,17q21.1,Neurological
1477,"Tay-Sachs disease, 272800 (3)","HEXA, TSD",606869,15q23-q24,Metabolic
1478,T-cell acute lymphoblastic leukemia (3),BAX,600040,19q13.3-q13.4,Cancer
3478,"T-cell immunodeficiency, congenital alopecia, and nail dystrophy (3)",WHN,600838,17q11-q12,Immunological
1478,"T-cell prolymphocytic leukemia, sporadic (3)","ATM, ATA, AT1",607585,11q22.3,Cancer
1480,"Temperature-sensitive apoptosis, cellular (3)",DAD1,600243,14q11-q12,Unclassified
1482,"Tetra-amelia, autosomal recessive, 273395 (3)","WNT3, INT4",165330,17q21,multiple
1483,"Tetralogy of Fallot, 187500 (3)","JAG1, AGS, AHD",601920,20p12,Cardiovascular
1483,"Tetralogy of Fallot, 187500 (3)","ZFPM2, FOG2",603693,8q23,Cardiovascular
1483,"Tetrology of Fallot, 187500 (3)","NKX2E, CSX",600584,5q34,Cardiovascular
1486,"Thalassemia, alpha- (3)",HBA2,141850,16pter-p13.3,Hematological
1486,"Thalassemia-beta, dominant inclusion-body, 603902 (3)",HBB,141900,11p15.5,Hematological
1486,"Thalassemia, delta- (3)",HBD,142000,11p15.5,Hematological
1486,Thalassemia due to Hb Lepore (3),HBD,142000,11p15.5,Hematological
1486,"Thalassemia, Hispanic gamma-delta-beta (3)",LCRB,152424,11p15.5,Hematological
1486,"Thalassemias, alpha- (3)",HBA1,141800,16pter-p13.3,Hematological
1486,"Thalassemias, beta- (3)",HBB,141900,11p15.5,Hematological
1490,"Thanatophoric dysplasia, types I and II, 187600 (3)","FGFR3, ACH",134934,4p16.3,Skeletal
1491,"Thiamine-responsive megaloblastic anemia syndrome, 249270 (3)","SLC19A2, THTR1",603941,1q23.3,Hematological
1493,"Thrombocythemia, essential, 187950 (3)",JAK2,147796,9p24,Hematological
1493,"Thrombocythemia, essential, 187950 (3)","THPO, MGDF, MPLLG, TPO",600044,3q26.3-q27,Hematological
1494,"Thrombocytopenia-2, 188000 (3)","FLJ14813, THC2",608221,10p12.1,Hematological
1494,"Thrombocytopenia, congenital amegakaryocytic, 604498 (3)","MPL, TPOR, MPLV",159530,1p34,Hematological
1494,"Thrombocytopenia, X-linked, 313900 (3)","WAS, IMD2, THC",300392,Xp11.23-p11.22,Hematological
1494,"Thrombocytopenia, X-linked, intermittent, 313900 (3)","WAS, IMD2, THC",300392,Xp11.23-p11.22,Hematological
1494,Thromboembolism susceptibility due to factor V Leiden (3),F5,227400,1q23,Hematological
1497,Thrombophilia due to factor V Liverpool (3),F5,227400,1q23,Hematological
1497,Thrombophilia due to heparin cofactor II deficiency (3),"HCF2, HC2, SERPIND1",142360,22q11,Hematological
1497,Thrombophilia due to HRG deficiency (3),HRG,142640,3q27,Hematological
1497,Thrombophilia due to protein C deficiency (3),PROC,176860,2q13-q14,Hematological
1497,Thrombophilia due to thrombomodulin defect (3),"THBD, THRM",188040,20p11.2,Hematological
1497,"Thrombophilia, dysfibrinogenemic (3)",FGB,134830,4q28,Hematological
1497,"Thrombophilia, dysfibrinogenemic (3)",FGG,134850,4q28,Hematological
1497,"Thrombosis, hyperhomocysteinemic (3)",CBS,236200,21q22.3,Hematological
1497,"Thrombotic thrombocytopenic purpura, familial, 274150 (3)","ADAMTS13, VWFCP, TTP",604134,9q34,Hematological
1494,"Thrombycytosis, susceptibility to, 187950 (3)","MPL, TPOR, MPLV",159530,1p34,Hematological
1502,Thymine-uraciluria (3),"DPYD, DPD",274270,1p22,Metabolic
1503,"Thyroid adenoma, hyperfunctioning (3)",TSHR,603372,14q31,Cancer
1503,Thyroid carcinoma (3),"TP53, P53, LFS1",191170,17p13.1,Cancer
1503,"Thyroid carcinoma, follicular, 188470 (3)","MINPP1, HIPER1",605391,10q23,Cancer
1503,"Thyroid carcinoma, follicular, 188470 (3)","PTEN, MMAC1",601728,10q23.31,Cancer
1503,"Thyroid carcinoma, follicular, somatic, 188470 (3)",HRAS,190020,11p15.5,Cancer
1503,"Thyroid carcinoma, papillary, 188550 (3)","GOLGA5, RFG5, PTC5",606918,14q,Cancer
1503,"Thyroid carcinoma, papillary, 188550 (3)","NCOA4, ELE1, PTC3",601984,10q11.2,Cancer
1503,"Thyroid carcinoma, papillary, 188550 (3)","PCM1, PTC4",600299,8p22-p21.3,Cancer
1503,"Thyroid carcinoma, papillary, 188550 (3)","PRKAR1A, TSE1, CNC1, CAR",188830,17q23-q24,Cancer
1503,"Thyroid carcinoma, papillary, 188550 (3)","TIF1G, RFG7, PTC7",605769,1p13,Cancer
1503,"Thyroid carcinoma, papillary, 188550 (3)","TRIM24, TIF1, TIF1A, PTC6",603406,7q32-q34,Cancer
3503,"Thyroid hormone organification defect IIA, 274500 (3)","TPO, TPX",606765,2p25,Endocrine
3503,"Thyroid hormone resistance, 188570 (3)","THRB, ERBA2, THR1",190160,3p24.3,Endocrine
3503,"Thyroid hormone resistance, autosomal recessive, 274300 (3)","THRB, ERBA2, THR1",190160,3p24.3,Endocrine
1504,"Thyrotoxic periodic paralysis, susceptibility to, 188580 (3)","CACNA1S, CACNL1A3, CCHL1A3",114208,1q32,Endocrine
1505,"Thyrotropin-releasing hormone resistance, generalized (3)",TRHR,188545,8q23,Endocrine
1506,Thyroxine-binding globulin deficiency (3),TBG,314200,Xq22.2,Hematological
1508,"Tietz syndrome, 103500 (3)","MITF, WS2A",156845,3p14.1-p12.3,multiple
1509,"Timothy syndrome, 601005 (3)","CACNA1C, CACNL1A1, CCHL1A1, TS",114205,12p13.3,multiple
1510,"Toenail dystrophy, isolated, 607523 (3)",COL7A1,120120,3p21.3,Dermatological
1511,Tolbutamide poor metabolizer (3),CYP2C9,601130,10q24,Unclassified
3512,"Total iodide organification defect, 274500 (3)","TPO, TPX",606765,2p25,Endocrine
1514,"Townes-Brocks branchiootorenal-like syndrome, 107480 (3)","SALL1, HSAL1, TBS",602218,16q12.1,multiple
1514,"Townes-Brocks syndrome, 107480 (3)","SALL1, HSAL1, TBS",602218,16q12.1,multiple
1515,"Transaldolase deficiency, 606003 (3)",TALDO1,602063,11p15.5-p15.4,Metabolic
1516,Transcobalamin II deficiency (3),"TCN2, TC2",275350,22q11.2-qter,Hematological
1518,"Transient bullous of the newborn, 131705 (3)",COL7A1,120120,3p21.3,Dermatological
1519,"Transposition of great arteries, dextro-looped, 217095 (3)","CFC1, CRYPTIC, HTX2",605194,2q21.1,Developmental
1519,"Transposition of the great arteries, dextro-looped, 608808 (3)","THRAP2, PROSIT240, TRAP240L,
KIAA1025",608771,12q24,Developmental
1520,"Treacher Collins mandibulofacial dysostosis, 154500 (3)","TCOF1, MFD1",606847,5q32-q33.1,Developmental
1521,"Tremor, familial essential, 2, 602134 (3)","HS1BP3, FLJ14249, ETM2",609359,2p24.1,Neurological
1522,"Trichodontoosseous syndrome, 190320 (3)","DLX3, TDO",600525,17q21.3-q22,multiple
1524,"Trichorhinophalangeal syndrome, type I, 190350 (3)",TRPS1,604386,8q24.12,Developmental
1524,"Trichorhinophalangeal syndrome, type III, 190351 (3)",TRPS1,604386,8q24.12,Developmental
1525,Trichothiodystrophy (3),"ERCC3, XPB",133510,2q21,Dermatological
1525,"Trichothiodystrophy, 601675 (3)","ERCC2, EM9",126340,19q13.2-q13.3,Dermatological
1525,"Trichothiodystrophy, complementation group A, 601675 (3)","TGF2H5, TTDA, TFB5, C6orf175",608780,6p25.3,Dermatological
1525,"Trichothiodystrophy, nonphotosensitive 1, 234050 (3)","TTDN1, C7orf11, ABHS",609188,7p14,Dermatological
1526,"Trifunctional protein deficiency, type 1 (3)","HADHA, MTPA",600890,2p23,Metabolic
1526,"Trifunctional protein deficiency, type II (3)",HADHB,143450,2p23,Metabolic
1528,"Trismus-pseudocomptodactyly syndrome, 158300 (3)",MYH8,160741,17p13.1,multiple
1529,"Tropical calcific pancreatitis, 608189 (3)","SPINK1, PSTI, PCTT, TATI",167790,5q32,Gastrointestinal
1530,"Troyer syndrome, 275900 (3)",SPG20,607111,13q12.3,Neurological
1534,"TSC2 angiomyolipomas, renal, modifier of, 191100 (3)",IFNG,147570,12q14,multiple
1533,"Tuberculosis, susceptibility to (3)",IFNGR1,107470,6q23-q24,Respiratory
1533,"Tuberculosis, susceptibility to, 607948 (3)",IFNG,147570,12q14,Respiratory
1534,"Tuberous sclerosis-1, 191100 (3)","TSC1, LAM",605284,9q34,multiple
1534,"Tuberous sclerosis-2, 191100 (3)","TSC2, LAM",191092,16p13.3,multiple
1536,"Turcot syndrome, 276300 (3)","APC, GS, FPC",175100,5q21-q22,Cancer
1536,"Turcot syndrome with glioblastoma, 276300 (3)","MLH1, COCA2, HNPCC2",120436,3p21.3,Cancer
1536,"Turcot syndrome with glioblastoma, 276300 (3)","PMS2, PMSL2, HNPCC4",600259,7p22,Cancer
1538,"Twinning, dizygotic, 276400 (3)","FSHR, ODG1",136435,2p21-p16,Unclassified
1540,"Tyrosinemia, type I (3)",FAH,276700,15q23-q25,Metabolic
1540,"Tyrosinemia, type II (3)",TAT,276600,16q22.1-q22.3,Metabolic
1540,"Tyrosinemia, type III (3)",HPD,276710,12q24-qter,Metabolic
1542,"Ullrich congenital muscular dystrophy, 254090 (3)","COL6A1, OPLL",120220,21q22.3,Muscular
1542,"Ullrich congenital muscular dystrophy, 254090 (3)",COL6A3,120250,2q37,Muscular
1542,"Ullrich scleroatonic muscular dystrophy, 254090 (3)",COL6A2,120240,21q22.3,Muscular
1543,"Ulnar-mammary syndrome, 181450 (3)",TBX3,601621,12q24.1,multiple
1544,"Unipolar depression, susceptibility to, 608516 (3)","TPH2, NTPH",607478,12q21.1,Psychiatric
1545,"Unna-Thost disease, nonepidermolytic, 600962 (3)",KRT1,139350,12q13,Dermatological
1550,"Urolithiasis, 2,8-dihydroxyadenine (3)",APRT,102600,16q24.3,Metabolic
1550,"Urolithiasis, hypophosphatemic (3)","SLC17A2, NPT2",182309,5q35,Metabolic
1551,"Usher syndrome, type 1B (3)","MYO7A, USH1B, DFNB2, DFNA11",276903,11q13.5,multiple
1551,"Usher syndrome, type 1C, 276904 (3)","USH1C, DFNB18",605242,11p15.1,multiple
1551,"Usher syndrome, type 1D, 601067 (3)","CDH23, USH1D",605516,10q21-q22,multiple
1551,"Usher syndrome, type 1F, 602083 (3)","PCDH15, DFNB23",605514,10q21-q22,multiple
1551,"Usher syndrome, type 1G, 606943 (3)","SANS, USH1G",607696,17q24-q25,multiple
1551,"Usher syndrome, type 2A, 276901 (3)",USH2A,608400,1q41,multiple
1551,"Usher syndrome, type 3, 276902 (3)","USH3A, USH3",606397,3q21-q25,multiple
1551,"Usher syndrome, type IIC, 605472 (3)","MASS1, VLGR1, KIAA0686, FEB4,
USH2C",602851,5q14,multiple
1552,Uterine leiomyoma (3),"HMGA2, HMGIC, BABL, LIPO",600698,12q14.3,Cancer
1553,"UV-induced skin damage, vulnerability to (3)",MC1R,155555,16q24.3,Dermatological
1554,"van Buchem disease, type 2, 607636 (3)","LRP5, BMND1, LRP7, LR3, OPPG,
VBCH2",603506,11q13.4,Unclassified
3554,"van der Woude syndrome, 119300 (3)","IRF6, VWS, LPS, PIT, PPS, OFC6",607199,1q32-q41,Developmental
1555,"VATER association with hydrocephalus, 276950 (3)","PTEN, MMAC1",601728,10q23.31,multiple
1556,"Velocardiofacial syndrome, 192430 (3)","TBX1, DGS, CTHM, CAFS, TGA, DORV,
VCFS, DGCR",602054,22q11.2,multiple
1557,"Venous malformations, multiple cutaneous and mucosal, 600195 (3)","TEK, TIE2, VMCM",600221,9p21,Cardiovascular
1557,"Venous thrombosis, susceptibility to (3)","SERPINA10, ZPI",605271,14q32.1,Cardiovascular
3558,"Ventricular fibrillation, idiopathic, 603829 (3)","SCN5A, LQT3, IVF, HB1, SSS1",600163,3p21,Cardiovascular
1558,"Ventricular tachycardia, idiopathic, 192605 (3)","GNAI2, GNAI2B, GIP",139360,3p21,Cardiovascular
1558,"Ventricular tachycardia, stress-induced polymorphic, 604772 (3)",CASQ2,114251,1p13.3-p11,Cardiovascular
1558,"Ventricular tachycardia, stress-induced polymorphic, 604772 (3)","RYR2, VTSIP",180902,1q42.1-q43,Cardiovascular
1559,"Vertical talus, congenital, 192950 (3)","HOXD10, HOX4D",142984,2q31-q32,Skeletal
1562,"Viral infections, recurrent (3)","FCGR3A, CD16, IGFR3",146740,1q23,Immunological
1562,"Viral infection, susceptibility to (3)","OAS1, OIAS",164350,12q24.2,Immunological
1563,"Virilization, maternal and fetal, from placental aromatase deficiency (3)","CYP19A1, CYP19, ARO",107910,15q21.1,Developmental
1565,"Vitamin K-dependent clotting factors, combined deficiency of, 2, 607473 (3)","VKORC1, VKOR, VKCFD2, FLJ00289",608547,16p11.2,Hematological
1565,"Vitamin K-dependent coagulation defect, 277450 (3)",GGCX,137167,2p12,Hematological
1566,"Vitelliform macular dystrophy, adult-onset, 608161 (3)",VMD2,607854,11q13,Ophthamological
1570,"VLCAD deficiency, 201475 (3)","ACADVL, VLCAD",609575,17p13,Metabolic
1571,"Vohwinkel syndrome, 124500 (3)","GJB2, CX26, DFNB1, PPK, DFNA3, KID,
HID",121011,13q11-q12,multiple
1571,"Vohwinkel syndrome with ichthyosis, 604117 (3)",LOR,152445,1q21,multiple
1572,"von Hippel-Lindau disease, modification of, 193300 (3)","CCND1, PRAD1, BCL1",168461,11q13,Cancer
1572,"von Hippel-Lindau syndrome, 193300 (3)",VHL,608537,3p26-p25,Cancer
3572,von Willebrand disease (3),"VWF, F8VWF",193400,12p13.3,Hematological
1573,"Waardenburg-Shah syndrome, 277580 (3)","EDNRB, HSCR2, ABCDS",131244,13q22,multiple
1573,"Waardenburg-Shah syndrome, 277580 (3)","SOX10, WS4",602229,22q13,multiple
1574,"Waardenburg syndrome/albinism, digenic, 103470 (3)",TYR,606933,11q14-q21,multiple
1574,"Waardenburg syndrome/ocular albinism, digenic, 103470 (3)","MITF, WS2A",156845,3p14.1-p12.3,multiple
1574,"Waardenburg syndrome, type I, 193500 (3)","PAX3, WS1, HUP2, CDHS",606597,2q35,multiple
1574,"Waardenburg syndrome, type IIA, 193510 (3)","MITF, WS2A",156845,3p14.1-p12.3,multiple
1574,"Waardenburg syndrome, type III, 148820 (3)","PAX3, WS1, HUP2, CDHS",606597,2q35,multiple
1574,"Waardenburg syndrome, typ IID, 608890 (3)","SNAI2, SLUG, WS2D",602150,8q11,multiple
1575,"Wagner syndrome, 143200 (3)",COL2A1,120140,12q13.11-q13.2,Ophthamological
1576,"WAGR syndrome, 194072 (3)",WT1,607102,11p13,multiple
1578,"Walker-Warburg syndrome, 236670 (3)",FCMD,607440,9q31,multiple
1578,"Walker-Warburg syndrome, 236670 (3)",POMT1,607423,9q34.1,multiple
1578,"Warburg micro syndrome 1, 600118 (3)","RAB3GAP, WARBM1, P130",602536,2q21.3,multiple
1580,"Warfarin resistance, 122700 (3)","VKORC1, VKOR, VKCFD2, FLJ00289",608547,16p11.2,Hematological
1580,"Warfarin sensitivity, 122700 (3)",CYP2C9,601130,10q24,Hematological
1580,Warfarin sensitivity (3),"F9, HEMB",306900,Xq27.1-q27.2,Hematological
1581,"Watson syndrome, 193520 (3)","NF1, VRNF, WSS, NFNS",162200,17q11.2,Cancer
1582,"Weaver syndrome, 277590 (3)","NSD1, ARA267, STO",606681,5q35,Developmental
1583,Wegener-like granulomatosis (3),"TAP2, ABCB3, PSF2, RING11",170261,6p21.3,Immunological
1585,"Weill-Marchesani syndrome, dominant, 608328 (3)","FBN1, MFS1, WMS",134797,15q21.1,Connective tissue
1585,"Weill-Marchesani syndrome, recessive, 277600 (3)","ADAMTS10, WMS",608990,19p13.3-p13.2,Connective tissue
1586,"Weissenbacher-Zweymuller syndrome, 277610 (3)","COL11A2, STL3, DFNA13",120290,6p21.3,Connective tissue
1588,"Werner syndrome, 277700 (3)","RECQL2, RECQ3, WRN",604611,8p12-p11.2,multiple
1589,"Wernicke-Korsakoff syndrome, susceptibility to, 277730 (3)",TKT,606781,3p14.3,Metabolic
1590,"Weyers acrodental dysostosis, 193530 (3)",EVC,604831,4p16,Skeletal
1591,"WHIM syndrome, 193670 (3)","CXCR4, D2S201E, NPY3R, WHIM",162643,2q21,Immunological
1592,"White sponge nevus, 193900 (3)",KRT13,148065,17q21-q22,Connective tissue
1592,"White sponge nevus, 193900 (3)","KRT4, CYK4",123940,12q13,Connective tissue
1594,"Williams-Beuren syndrome, 194050 (3)",ELN,130160,7q11.2,multiple
1595,"Wilms tumor, 194070 (3)","BRCA2, FANCD1",600185,13q12.3,Cancer
1595,"Wilms tumor, somatic, 194070 (3)","GPC3, SDYS, SGBS1",300037,Xq26,Cancer
1595,"Wilms tumor susceptibility-5, 601583 (3)","POU6F2, WTSL, WT5",609062,7p14-p13,Cancer
1595,"Wilms tumor, type 1, 194070 (3)",WT1,607102,11p13,Cancer
1596,"Wilson disease, 277900 (3)","ATP7B, WND",606882,13q14.3-q21.1,Metabolic
1598,"Wiskott-Aldrich syndrome, 301000 (3)","WAS, IMD2, THC",300392,Xp11.23-p11.22,Immunological
1599,"Witkop syndrome, 189500 (3)","MSX1, HOX7, HYD1, OFC5",142983,4p16.1,Developmental
1600,"Wolcott-Rallison syndrome, 226980 (3)","EIF2AK3, PEK, PERK, WRS",604032,2p12,Bone
1601,"Wolff-Parkinson-White syndrome, 194200 (3)","PRKAG2, WPWS",602743,7q36,Cardiovascular
1603,"Wolfram syndrome, 222300 (3)","WFS1, WFRS, WFS, DFNA6",606201,4p16.1,Metabolic
1604,Wolman disease (3),LIPA,278000,10q24-q25,Metabolic
1607,"Xanthinuria, type I, 278300 (3)",XDH,607633,2p23-p22,Metabolic
1608,"Xeroderma pigmentosum, group A (3)",XPA,278700,9q22.3,Dermatological
1608,"Xeroderma pigmentosum, group B (3)","ERCC3, XPB",133510,2q21,Dermatological
1608,"Xeroderma pigmentosum, group C (3)","XPC, XPCC",278720,3p25,Dermatological
1608,"Xeroderma pigmentosum, group D, 278730 (3)","ERCC2, EM9",126340,19q13.2-q13.3,Dermatological
1608,"Xeroderma pigmentosum, group E, DDB-negative subtype, 278740 (3)",DDB2,600811,11p12-p11,Dermatological
1608,"Xeroderma pigmentosum, group F, 278760 (3)","ERCC4, XPF",133520,16p13.3-p13.13,Dermatological
1608,"Xeroderma pigmentosum, group G, 278780 (3)","ERCC5, XPG",133530,13q33,Dermatological
1608,"Xeroderma pigmentosum, variant type, 278750 (3)","POLH, XPV",603968,6p21.1-p12,Dermatological
1610,"X-inactivation, familial skewed, 300087 (3)","XIC, XCE, XIST, SXI1",314670,Xq13.2,Unclassified
1611,"XLA and isolated growth hormone deficiency, 307200 (3)","BTK, AGMX1, IMD1, XLA, AT",300300,Xq21.3-q22,Immunological
1613,"Yellow nail syndrome, 153300 (3)","FOXC2, FKHL14, MFH1",602402,16q24.3,Immunological
1614,"Yemenite deaf-blind hypopigmentation syndrome, 601706 (3)","SOX10, WS4",602229,22q13,multiple
1615,"Zellweger syndrome-1, 214100 (3)","PEX1, ZWS1",602136,7q21-q22,multiple
1615,"Zellweger syndrome, 214100 (3)","PEX10, NALD",602859,Chr.1,multiple
1615,"Zellweger syndrome, 214100 (3)","PEX13, ZWS, NALD",601789,2p15,multiple
1615,"Zellweger syndrome, 214100 (3)",PEX14,601791,1p36.2,multiple
1615,"Zellweger syndrome, 214100 (3)",PEX26,608666,22q11.21,multiple
1615,"Zellweger syndrome, 214100 (3)","PXF, HK33, D1S2223E, PEX19",600279,1q22,multiple
1615,"Zellweger syndrome, 214100 (3)","PXR1, PEX5, PTS1R",600414,12p13.3,multiple
1615,Zellweger syndrome-2 (3),"ABCD3, PXMP1, PMP70",170995,1p22-p21,multiple
1615,Zellweger syndrome-3 (3),"PXMP3, PAF1, PMP35, PEX2",170993,8q21.1,multiple
1615,"Zellweger syndrome, complementation group 9 (3)",PEX16,603360,11p12-p11.2,multiple
1615,"Zellweger syndrome, complementation group G, 214100 (3)",PEX3,603164,6q23-q24,multiple
